"Name","AnimationSet","ToolBone","ToolBoneSecondary","CarryBone","BaseModel","BaseLayer","LayerVisible","ColorizableClothingMaterials","SkinColorize","SkinEmission","HairColorize","HairEmission","ClothingColorize","ClothingEmission","SkinColoredMaterials","HairColoredMaterials","FaceCamera","BustCamera","BodyCamera","WorkCamera","FaceBusyAnimation","FaceIdleAnimation","FaceBlockedAnimation","FaceHungryAnimation","FacePermBlockedAnimation","FaceIntroAnimation"
,,,,,,"race1_hair_01_bottom_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_00_bottom_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_bag_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_bag_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_bag_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_top2_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_top1_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_sleeve_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_torso_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_boots_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_shirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_boots_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_torso_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_pouch_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_boots_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_shoulders_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_gloves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_basket_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_stump_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_gloves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_tail_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_gloves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_glasses_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_socks_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_scarf_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_bird_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_bird_eyes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_bow_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_04_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_02_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_top_patch_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_sleepingbag_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_scarf_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_bracelet_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_boots_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_backpack_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_poncho_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_glove_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_bracelet_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_bag_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_socks_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_sleves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_horses_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_socks_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_scarf_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_catcher_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_cap_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_backpack_geo:PIV","false",,,,,,,,,,,,,,,,,,,
"ui_trader","Trader_UI",,,,"sc3d/char_trader_ui_rig.glb",,,,,,,,,,,,"ui_camera","ui_camera","ui_camera","ui_camera","Idle","Idle","Idle","Idle","Idle",
"village_ox","Ox",,,,"sc3d/char_village_ox_rig.glb","woodGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"woodGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"woodGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"oxGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"cartGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bottleGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
"nation_ox","Ox",,,,"sc3d/char_nation_ox_rig.glb","woodGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"woodGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"woodGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"oxGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crateGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"cartGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bricksGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bottleGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_03:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"barrelGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
"village_trader","Trader",,,,"sc3d/char_trader_rig.glb","vestGeo:PIV","true",,,,,,,,,,,,,,"Idle","Idle","Idle","Idle","Idle","Idle"
,,,,,,"tongueGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"teethGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"shirtStrapsGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"shirtGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"pouchGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"mustacheGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"legsGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hornGeo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"headGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hat_thingGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hatGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"handsGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hairGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"glassesGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"eyesGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"browsGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"braceGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"apronGeo:PIV","true",,,,,,,,,,,,,,,,,,,
"spirit_birddog","Birddog",,,"carrot_s","sc3d/char_birddog_rig.glb","eyes_geo:PIV","true",,,,,,,,,,"Small_FaceCameraShape","Small_FaceCameraShape","Small_BodyCameraShape","Small_WorkingCameraShape","Idle","Idle","Idle","Idle","Idle","Idle"
,,,,,,"ears_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"crest_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"carrot_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"body_geo:PIV","true",,,,,,,,,,,,,,,,,,,
"spirit_earpuff","Earpuff",,,,"sc3d/char_earpuff_rig.glb","poof02Geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"mouthGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_earGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_earGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"poof01Geo","false",,,,,,,,,,,,,,,,,,,
"spirit_cloudturtle","Cloudturtle",,,,,,,,,,,,,,,,,,,,,,,,,
"animal_doe","Doe",,,,"sc3d/char_doe_rig.glb","tailGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"neckFluffGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hairGeo_02:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"hairGeo_01:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"glintGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"earsGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
"animal_chicken","Chicken",,,,"sc3d/char_chicken_rig.glb","wingGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"waddleGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"topGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tailGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"headGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"fluffGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"feetgeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"eyesGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"beakGeo:PIV","true",,,,,,,,,,,,,,,,,,,
"animal_bunny","Bunny",,,,"sc3d/char_bunny_rig.glb","tailGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"noseGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"neckGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"headGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_eye_closedGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_eye_openGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_eye_closedGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_eye_openGeo:PIV","true",,,,,,,,,,,,,,,,,,,
"animal_dog","Dog",,,,"sc3d/char_dog_rig.glb","tailGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"puffGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_zingGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_earGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"R_browGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_zingGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_eyeGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_earGeo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"L_browGeo:PIV","true",,,,,,,,,,,,,,,,,,,
"animal_boar","Boar",,,,"sc3d/char_boar_00_rig.glb","eyesGeo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"bodyGeo","true",,,,,,,,,,,,,,,,,,,
"villager_temp_worker","RentAWorker","R_tool_s","L_tool_s","carry_item_s","sc3d/char_karl_rig.glb","wedding_costume_00_wristBand_geo:PIV","false",,,,,,,,,,"faceCameraShape","faceCameraShape","bodyCameraShape","_UI_work_CameraShape","UiWorking","UiIdle","UiBlocked","UiHungry","UiPermBlocked","UiIntro"
,,,,,,"wedding_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_shirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_scarf_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_head_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_handkerchief_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"wedding_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"stump_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_head_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_eyes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_head_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_eyes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_head_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_eyes_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"legs_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"arms_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_torso_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_tail_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"rooster_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"researcher_costume_00_glasses_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_torso_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_shoulders_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"quarrymaster_costume_00_basket_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"pirate_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_torso_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"lumberjack_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
