"TID","EN"
"TID_ERROR_POP_UP_NATION_OUT_OF_SYNC","Valley out of sync!"
"TID_ERROR_POP_UP_NATION_TOO_FAR_AHEAD_TITLE","ERROR!"
"TID_ERROR_POP_UP_NATION_TOO_FAR_AHEAD","Game out of sync"
"TID_ERROR_POP_UP_TOO_FAR_BEHIND_TITLE","ERROR!"
"TID_ERROR_POP_UP_TOO_FAR_BEHIND","Client got too far behind the server!"
"TID_ERROR_POP_UP_TOO_FAR_AHEAD_TITLE","ERROR!"
"TID_ERROR_POP_UP_TOO_FAR_AHEAD","Client got too far ahead of the server!"
"TID_ERROR_POP_UP_UNSUPPORTED_COUNTRY_TITLE","LOGIN FAILED"
"TID_ERROR_POP_UP_UNSUPPORTED_COUNTRY","Sorry, this game is not available in your country yet."
"TID_ERROR_POP_UP_UNSUPPORTED_COUNTRY_BUTTON","Ok"
,
"TID_HINT_WELCOME","Let's create a beautiful Valley together! It's going to be lovely!"
,
"TID_HINT_CHEERLEADING_1","It's another beautiful day! Thank the spirits!"
"TID_HINT_CHEERLEADING_2","The world is waiting to see how far you can grow!"
"TID_HINT_CHEERLEADING_3","The Valley is filled with friendly folks. Don't be a stranger!"
"TID_HINT_CHEERLEADING_4","Soup is always good food for a hungry villager!"
"TID_HINT_CHEERLEADING_5","Take your time! There's no need to rush."
"TID_HINT_CHEERLEADING_6","People say the Valley holds some marvelous secrets..."
"TID_HINT_CHEERLEADING_7","Spirits come in all sizes, from very small to very, very large."
"TID_HINT_CHEERLEADING_8","You'll find spirits on the ground, under the sea, and even in the air!"
"TID_HINT_CHEERLEADING_9","Why not take a moment to see how far you've come?"
,
"TID_HINT_GENERAL_1","Make sure to stockpile some goods for future tasks."
,
"TID_HINT_VILLAGE_1","Need food now? Open the Village Kitchen to make soup instantly!"
"TID_HINT_VILLAGE_2","Assign your villagers to pick berries and mushrooms, then turn the Boost on! "
"TID_HINT_VILLAGE_3","You can change the color of your villagers' homes and clothes!"
"TID_HINT_VILLAGE_4","To train villagers, research Education and build Guilds."
"TID_HINT_VILLAGE_5","If you never want to run out of food, always have a villager farming pumpkins."
"TID_HINT_VILLAGE_6","Most potions make your villagers walk faster."
"TID_HINT_VILLAGE_7","Hold your finger on a building to move it."
"TID_HINT_VILLAGE_8","You can move a limited number of production buildings per day."
"TID_HINT_VILLAGE_9","Want production analytics? Tap on resource icons in the top right corner. You must be smart!"
"TID_HINT_VILLAGE_10","To rename a villager, open their info and tap the three dots."
"TID_HINT_VILLAGE_11","When going to bed, assign villagers to long tasks like construction and research."
,
"TID_HINT_VALLEY_1","You can compete with other Valleys on the leaderboards."
"TID_HINT_VALLEY_2","Each Valley can have a maximum of 10 villages."
"TID_HINT_VALLEY_3","If you join a different Valley, you will keep your current Reputation."
"TID_HINT_VALLEY_4","Only the Leader can invite or kick players. "
"TID_HINT_VALLEY_5","Only Elders and the Leader can choose Valley research and start Valley building projects."
"TID_HINT_VALLEY_6","A new Leader is selected via a vote that any Elder can trigger."
"TID_HINT_VALLEY_7","The top 3 players on the Valley reputation ranking are Elders."
"TID_HINT_VALLEY_8","Completing Shipping tasks is a good way to earn Coins or Reputation Points."
"TID_HINT_VALLEY_9","Earn Reputation Points by completing Science Ship tasks and Valley construction tasks."
"TID_HINT_VALLEY_10","If you run out of Tokens, just wait for them to re-generate over time."
"TID_HINT_VALLEY_11","Complete science Ship tasks to advance Valley Research Projects. "
"TID_HINT_VALLEY_12","Advance on the Reputation Road to claim more privileges and daily chests."
"TID_HINT_VALLEY_13","Try assigning villagers to long tasks like harvesting wheat when you know you can't check in for a while."
"TID_HINT_VALLEY_14","Complete ship tasks to improve your trade relations and to unlock trade bonuses."
"TID_HINT_VALLEY_15","Elders can change current trade partners at the Harbor."
"TID_HINT_VALLEY_16","Any player can call a ship to the third dock."
,
"TID_TUTORIAL_WELCOME","Welcome to your village! Let's get crackin'!"
,
"TID_EVENT_BUILDING_CONSTRUCTION_DONE","Construction completed: <name>"
"TID_EVENT_BUILDING_UPGRADE_DONE","<name> upgraded to level <level>"
"TID_EVENT_BUILDING_MOVE_DONE","<name> move complete"
"TID_EVENT_OBSTACLE_HARVESTED","Job at <name> completed"
"TID_DONATION_RECEIVED","x<COUNT> <RESOURCE> from <SENDER>"
"TID_DONATION_RECEIVED_HUD","Received <RESOURCE> from <SENDER>"
"TID_CHALLENGE_WON","Challenge won!"
"TID_CHALLENGE_LOST","Challenge lost!"
"TID_EVENT_CHALLENGE_WON","Challenge won"
"TID_EVENT_CHALLENGE_LOST","Challenge lost"
"TID_EVENT_TOOL_CREATED_TITLE","Potion created"
"TID_EVENT_TOOL_CREATED","<name> created!"
"TID_EVENT_TRADER_ARRIVED_TITLE","Otto has arrived!"
"TID_EVENT_TRADER_ARRIVED","<name> has new tasks!"
,
"TID_BOOST_ACTIVATED","Villager speed boost activated!"
"TID_EVENT_BOOST_DEACTIVATED","Boost deactivated."
"TID_BOOST_TIME_REMAINING_TITLE","<TIME>"
"TID_BOOST_TIME_PAUSED","Boost paused"
,
"TID_LEVEL_UP","Level Up"
"TID_GIVE_NAME_TITLE","My name is..."
"TID_NAME_INSTRUCTIONS","Pick a name for yourself. Other plays will be able to see your name!"
"TID_NAME_TOO_SHORT","Name is too short!"
"TID_INVALID_NAME","Invalid name! Please try another one."
"TID_NAME_ALREADY_CHANGED","Name already changed!"
,
"TID_PRODUCTION_HUD_FULL","FULL"
"TID_PRODUCTION_HUD_PROBLEM","OH NO!"
"TID_PRODUCTION_HUD_IDLE","..."
,
"TID_INFO_RESOURCE_CAPACITY","<resource> capacity:"
"TID_INFO_WORKERS","Villagers: <count> / <max>"
"TID_INFO_MAX_WORKERS","Max villagers:"
"TID_INFO_XP_POINTS","Village XP value:"
"TID_INFO_REQUIRED_CASTLE_LEVEL_UPGRADE","Required Great Library level for upgrade:"
"TID_INFO_REQUIRED_CASTLE_LEVEL_CONSTRUCTION","Required Great Library level for construction:"
"TID_INFO_MAX_VILLAGES","Max villages in the Valley:"
"TID_INFO_CONSTRUCTION_IN_PROGRESS","Under Construction"
"TID_INFO_UPGRADE_IN_PROGRESS","Upgrading to Level <LEVEL>"
"TID_INFO_MAX_REQUESTED_WORKERS","Production slots"
"TID_INFO_RESOURCE_BATCH_SIZE","Produced resource"
"TID_INFO_RESOURCE_BATCH_DURATION","Duration"
"TID_INFO_AUTO_PRODUCED_RESOURCE_DURATION","Time to produce one item:"
"TID_INFO_INPUT_RESOURCE","Input resource"
"TID_INFO_GOLD_COST","Cost"
"TID_INFO_CRAFTING_SLOTS","Active crafting slots"
"TID_INFO_CRAFTING_TIER","Product tier"
,
"TID_WHILE_YOU_WERE_AWAY","While you were away:"
"TID_EVENT_RESOURCE_PRODUCED","x<COUNT> <RESOURCE> produced"
"TID_EVENT_RESOURCE_CONSUMED","x<COUNT> <RESOURCE> consumed"
"TID_EVENT_BUILDING_UPGRADED_TITLE","Building upgraded"
"TID_EVENT_BUILDING_CONSTRUCTED_TITLE","Building constructed"
"TID_EVENT_OBSTACLE_HARVESTED_TITLE","Harvest finished"
"TID_EVENT_RESEARCH_COMPLETED_TITLE","Research completed"
"TID_EVENT_BOOST_DEACTIVATED_TITLE","Boost"
"TID_EVENT_RESOURCE_PRODUCED_TITLE","Resources produced"
"TID_EVENT_RESOURCE_CONSUMED_TITLE","Resources consumed"
"TID_EVENT_WORKER_LEVELLED_UP_TITLE","Villager ready to level up"
"TID_EVENT_WORKER_LEVELLED_UP","<NAME> is ready to progress to level <LEVEL>"
"TID_EVENT_RESEARCH_COMPLETED","Research completed: <tech>"
"TID_EVENT_BOOST_FULL","Your Nectar Fountain is full!"
,
"TID_NOT_ENOUGH_RESOURCE","Not enough <resource>!"
"TID_NO_ACCESS_TO_RESOURCE","Access to <resource> required!"
"TID_SITE_LOCKED","Villagers are locked in this site!"
,
"TID_SITE_ASSIGN_WORKER","Assign a villager here!"
"TID_SITE_STORAGE_FULL","Storages full!"
"TID_SITE_NOTHING_TO_HARVEST","Nothing to harvest!"
"TID_SITE_WAITING_FOR_INPUT","Not enough <input>!"
"TID_SITE_WAITING_FOR_INPUT_2","Not enough <input> or <input2>!"
"TID_SITE_WORKERS_HUNGRY","Villagers hungry!"
"TID_STORAGE_NEEDED_FOR_RESOURCE","You need to build the storage space for <RESOURCE> first."
"TID_RESOURCE_FORMAT","<AMOUNT>/<MAX>"
"TID_RESOURCE_BAR_MAX","Max: <COUNT>"
"TID_RESOURCE_MAX","Max:"
,
"TID_ALLIANCE_MENU_TITLE","VALLEY"
"TID_MEMBERS","Members"
"TID_DEFAULT_SEARCH_TEXT","INSERT NAME HERE"
"TID_TOO_SHORT_ALLIANCE_NAME","Valley name too short"
"TID_DEFAULT_ALLIANCE_NAME","INSERT NAME HERE"
"TID_DEFAULT_ALLIANCE_DESCRIPTION","INSERT DESCRIPTION HERE"
"TID_TAB_BUTTON_ALLIANCE_CHAT","Chat"
"TID_TAB_BUTTON_ALLIANCE_SEARCH","Search"
"TID_TAB_BUTTON_ALLIANCE_MEMBERS","Members"
"TID_OVERLAY_ENABLED","Show chat preview"
"TID_CHAT_PUSH_NOTIF_ENABLED","Chat push notifications"
,
"TID_ALLIANCE_ROLE_MEMBER","Member"
"TID_ALLIANCE_ROLE_LEADER","Leader"
"TID_ALLIANCE_ROLE_ADMIN","Admin"
"TID_ALLIANCE_ROLE_CO_LEADER","Co-leader"
,
"TID_STREAM_SENDER_YOU","You"
"TID_STREAM_ENTRY_AGE","<time> ago"
"TID_STREAM_EVENT_ACCEPTED","was accepted to the Valley by <name>"
"TID_STREAM_EVENT_DEMOTED","is not Elder anymore"
"TID_STREAM_EVENT_PROMOTED","<target_name> was promoted to Elder!"
"TID_STREAM_EVENT_JOINED","<name> joined the Valley"
"TID_STREAM_EVENT_KICKED","<target_name> has been kicked out of the Valley by <name>"
"TID_STREAM_EVENT_AUTO_KICK","<target_name> has left the Valley"
"TID_STREAM_EVENT_LEFT","<target_name> has left the Valley"
"TID_STREAM_EVENT_VOTE_STARTED","Leader vote started"
"TID_STREAM_EVENT_LEADER_CHANGED","<target_name> is new leader!"
"TID_STREAM_EVENT_LEADER_VOTE_ENDED","<target_name> is new leader!"
"TID_STREAM_EVENT_LEADER_VOTE_ENDED_TITLE","Vote ended"
"TID_STREAM_EVENT_LEADER_VOTE_ENDED_NO_RESULT","Vote ended without winner"
"TID_STREAM_EVENT_LEADER_VOTE_BUTTON","Go vote"
"TID_STREAM_EVENT_UPGRADE_STARTED","Started upgrading <target> to level <attrib>"
"TID_STREAM_EVENT_CONSTRUCTION_STARTED","<target> construction started"
"TID_STREAM_EVENT_UPGRADE_FINISHED","<target> upgraded to level <attrib>!"
"TID_STREAM_EVENT_CONSTRUCTION_FINISHED","<target> constructed!"
"TID_STREAM_EVENT_TECH_RESEARCH_STARTED","<target> research started"
"TID_STREAM_EVENT_TECH_RESEARCHED","<target> researched!"
"TID_STREAM_EVENT_TECH_DESCRIPTION","Research Points: <COUNT>/<TOTAL>"
"TID_STREAM_EVENT_VOTE_LINE","<NAME>: <COUNT>"
"TID_STREAM_EVENT_VOTE_RESULT","<NAME> is the new leader!"
"TID_STREAM_EVENT_TASKS","Tasks:"
"TID_STREAM_EVENT_GO_TO_BUILDING","Show Building"
"TID_STREAM_EVENT_GO_TO_BOAT","Show Ship"
"TID_STREAM_EVENT_BOAT_SUMMONED_TITLE","Premium Ship Summoned"
"TID_STREAM_EVENT_BOAT_SUMMONED_TEXT","<NAME> summoned a premium ship from the <PARTNER>"
"TID_STREAM_EVENT_BOAT_COMPLETED_TITLE","Ship Completed"
"TID_STREAM_EVENT_BOAT_COMPLETED_TEXT","All tasks in <BOAT> were completed in time"
"TID_STREAM_EVENT_BOAT_COMPLETED_POINTS_STAT","Trade Relation"
"TID_STREAM_EVENT_BOAT_COMPLETED_POINTS_VALUE","+<VALUE>"
"TID_STREAM_EVENT_CHALLENGE_APPEARED","<target> appeared!"
"TID_STREAM_EVENT_CHALLENGE_STARTED","<target> started!"
"TID_STREAM_EVENT_CHALLENGE_WON","<target> completed!"
"TID_STREAM_EVENT_CHALLENGE_STAGE_COMPLETED","<target> stage <attrib> completed!"
"TID_STREAM_EVENT_CHALLENGE_APPEARED_TITLE","Event Appeared"
"TID_STREAM_EVENT_CHALLENGE_STARTED_TITLE","Event Started"
"TID_STREAM_EVENT_CHALLENGE_STAGE_COMPLETED_TITLE","Event Stage Completed"
"TID_STREAM_EVENT_CHALLENGE_WON_TITLE","Event Completed"
"TID_STREAM_EVENT_GO_TO_CHALLENGE","Show Event"
"TID_LEAVE_ALLIANCE","Leave Valley"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","LEAVE VALLEY?"
"TID_ALLIANCE_LEAVE_CONFIRMATION","Do you really want to leave?"
"TID_ALLIANCE_JOIN_OK","You are now a member of Valley <name>!"
"TID_ALLIANCE_CREATED","Valley created!"
"TID_ALLIANCE_JOINED","Joined Valley!"
"TID_ALLIANCE_LEFT","Left Valley!"
"TID_NATION_MEMBER_ONLINE_COUNT","Online: <COUNT> / <TOTAL>"
,
"TID_QUEST_POPUP_REWARD_TITLE","REWARD"
"TID_QUEST_POPUP_REWARD_PROGRESS","<PROGRESS>/<TOTAL>"
"TID_QUEST_POPUP_QUEST_PROGRESS","<PROGRESS>/<TOTAL>"
"TID_QUEST_POPUP_NOT_ENOUGH_TOKENS","You need more tokens to renew the quest."
"TID_QUEST_POPUP_REWARD_CLAIMED","Reward Chest claimed, show opening ceremony here"
"TID_QUEST_POPUP_DAILY_QUEST_TIME","Coming In: <TIME>"
"TID_QUEST_POPUP_COLLECT","Collect"
"TID_QUEST_POPUP_CONFIRM_RENEW_TITLE","USE RENEW TOKEN?"
"TID_QUEST_POPUP_CONFIRM_RENEW","This will consume one renew token and replace the quest with a new one."
"TID_QUEST_POPUP_CLAIM","Claim"
"TID_QUEST_POPUP_CANT_CLAIM","Not enough space in tool inventory"
"TID_QUEST_POPUP_NEW_ITEM","new"
"TID_QUEST_POPUP_TITLE","QUESTS"
,
"TID_QUEST_GATHER1BERRIES","Gather <AMOUNT> Raspberries."
"TID_QUEST_GATHER1MUSHROOM","Gather <AMOUNT> Mushrooms."
"TID_QUEST_BUILD1","Build a <BUILDING>."
"TID_QUEST_BUILD2","Build a <BUILDING>."
"TID_QUEST_BUILD3","Build a <BUILDING>."
"TID_QUEST_BUILD4","Build a <BUILDING>."
"TID_QUEST_BUILD5","Build a <BUILDING>."
"TID_QUEST_BUILD6","Build a <BUILDING>."
"TID_QUEST_DAILY_GIFT","Daily Gift."
"TID_QUEST_GATHER1STONE","Gather <AMOUNT> Stone."
"TID_QUEST_GATHER2STONE","Gather <AMOUNT> Stone."
"TID_QUEST_RESEARCH1","Research <TECH>."
"TID_QUEST_GATHER1WOOD","Gather <AMOUNT> Wood."
"TID_QUEST_GATHER2WOOD","Gather <AMOUNT> Wood."
"TID_QUEST_GATHER1PUMPKIN","Gather <AMOUNT> Pumpkins."
"TID_QUEST_GATHER2PUMPKIN","Gather <AMOUNT> Pumpkins."
"TID_QUEST_DONATE1WOOD","Donate <AMOUNT> Wood."
"TID_QUEST_GATHER1PLANK","Produce <AMOUNT> Planks."
"TID_QUEST_GATHER_CLAY_SMALL","Gather <AMOUNT> Clay."
"TID_QUEST_GATHER_CLAY_BIG","Gather <AMOUNT> Clay."
"TID_QUEST_GATHER_BRICK","Make <AMOUNT> Bricks."
"TID_QUEST_RESEARCH2","Research <TECH>."
"TID_QUEST_RESEARCH3","Research <TECH>."
"TID_QUEST_RESEARCH4","Build a <BUILDING>."
"TID_QUEST_RESEARCH5","Build a <BUILDING>."
"TID_QUEST_RESEARCH6","Research <TECH>."
"TID_QUEST_RESEARCH7","Build a <BUILDING>."
,
"TID_POPUP_MOVE_BUILDING_TITLE","RELOCATE BUILDING?"
"TID_POPUP_MOVE_BUILDING","You have <COUNT> free moves left for today. Are you sure?"
"TID_POPUP_MOVE_BUILDING_LAST","This is your last free move for today! Are you sure?"
"TID_POPUP_NOT_ENOUGH_MOVE_ENERGY_TITLE","OUT OF MOVES"
"TID_POPUP_NOT_ENOUGH_MOVE_ENERGY","You have run out of free moves! Your next free move will be available in <TIME>"
,
"TID_TOOL_SELECTOR_TITLE","SELECT AN ITEM"
"TID_TOOL_LEVEL_TEXT","Level <LEVEL>"
"TID_ITEM_FINISHED","FINISHED"
"TID_TOOL_INVENTORY_TITLE","ITEMS"
"TID_TOOL_INVENTORY_COUNT_TEXT","<COUNT>/<MAX>"
"TID_TOOL_INVENTORY_CANT_CLAIM","Not enough space in the tool inventory"
"TID_TOOL_INVENTORY_FULL_INDICATOR","!"
"TID_TOOL_INVENTORY_CHANGE_WORKER_BUTTON","Assign to villager"
"TID_TOOL_INVENTORY_ASSIGNED_TO","Assigned to:"
"TID_TOOL_INVENTORY_CLAIM","Claim"
"TID_TOOL_INVENTORY_TIP","Make new potions at the Valley Potion Maker."
"TID_TOOL_INVENTORY_CHANGE_TOOL_BUTTON","Change Item"
,
"TID_XP_PROGRESS","<progress> / <total> XP"
"TID_XP_MAX_LEVEL","Max level reached!"
"TID_XP_UPGRADE_HOUSE","Upgrade Home to gain more XP!"
,
"TID_DONATION_PROGRESS","<count> / <max>"
"TID_DONATION_PROGRESS_FULL","FULL"
"TID_DONATION_SELECTOR_TITLE","CHOOSE A RESOURCE TO REQUEST!"
,
"TID_UNLOCK_BUILDINGS","Start upgrading? Remember to assign a villager to the work site!"
,
"TID_CARRIER_NAME","<name>'s Donkey"
"TID_BUTTON_COLLECT_DONATION","Collect"
,
"TID_CHALLENGE_HP_FORMAT","<HP>/<FULL>"
"TID_CHALLENGE_TIME_FORMAT","<TIME>"
"TID_CHALLENGE_NOT_STARTED_TITLE","<CHALLENGE> hp <AMOUNT>"
"TID_CHALLENGE_NOT_STARTED_TEXT","Assign a villager to start challenge"
"TID_CHALLENGE_WON_TITLE","Knocked out troll"
"TID_CHALLENGE_WON_TEXT","Tap to collect reward"
"TID_CHALLENGE_DAMAGE_MISS","MISS"
"TID_CHALLENGE_DAMAGE_HIT","-<DAMAGE>"
"TID_CHALLENGE_DAMAGE_CRITICAL","-<DAMAGE> CRITICAL HIT"
"TID_CHALLENGE_HUD_PREPARING","PREPARING"
"TID_CHALLENGE_HUD_ACTIVE","ADVENTURING"
"TID_CHALLENGE_HUD_CHANCE","Chance: <CHANCE>%"
"TID_CHALLENGE_HUD_WON_TITLE","SUCCESS!"
"TID_CHALLENGE_HUD_WON_TEXT","Tap to collect reward"
"TID_CHALLENGE_HUD_ENDED_TITLE","CHALLENGE ENDED"
"TID_CHALLENGE_HUD_ENDED_TEXT",
,
"TID_OBSTACLE_FOREST_INFO","There are <AMOUNT> out of <MAX> wood left to gather."
"TID_OBSTACLE_PUMPKINS_INFO","Harvest pumpkins from the Pumpkin Patch."
"TID_OBSTACLE_BERRY_BUSH_INFO","There are <AMOUNT> out of <MAX> raspberries left to gather. They will be stored in the Village Kitchen."
"TID_OBSTACLE_MUSHROOMS_INFO","You can gather these mushrooms. They will be stored in the Village Kitchen."
"TID_OBSTACLE_STONE_INFO","This stone formation has <AMOUNT> out of <MAX> stone left to gather.  NOTE: You need to research Stone to dig it up."
"TID_OBSTACLE_CLAY_INFO","This deposit has <AMOUNT> out of <MAX> Clay left to gather. NOTE: You need to research clay to dig it up. "
,
"TID_CHOOSE_NEW_WORKER","Choose a new villager"
"TID_WORKER_VISIT_INFO","<NAME> from <HOME>"
"TID_WORKER_VISIT_INFO_OWN","<NAME> from you"
"TID_WORKER_AWAY_INFO","Back from <NAME> in <TIME>"
"TID_WORKER_AWAY_INFO_TRAVELLING","Travelling to <NAME>"
"TID_WORKER_AWAY_INFO_STUDYING","Training at <NAME>"
"TID_WORKER_AWAY_INFO_PREPARING_ADVENTURE","Preparing for adventure at <NAME>"
"TID_WORKER_AWAY_INFO_ADVENTURING","Assigned to an Event"
"TID_WORKER_AWAY_INFO_PRODUCING","Producing <RESOURCE>"
,
"TID_WORKER_ALREADY_SENT_TO_NATION","Villager is already going to work in the Valley."
"TID_WORKER_CLAIMABLE_ITEMS","Villager has items that need to be claimed!"
,
"TID_XP_INFO","XP towards the next level <AMOUNT>/<MAX>.\n"
"TID_XP_INFO_TIP","Build and level up buildings for XP."
"TID_EDIT_BANNER","Edit Badge"
,
"TID_VOTE_TITLE_PERK","Vote for a Valley perk!"
"TID_BUTTON_VOTE","Vote"
"TID_BUTTON_LEADER_VOTE","Start Leader Vote"
,
"TID_BUTTON_BACK_TO_SEARCH","Back to Search"
"TID_BUTTON_JOIN_VALLEY","Join Valley"
"TID_BUTTON_VALLEY_SETTINGS","Valley Settings"
"TID_BUTTON_VALLEY_BROWSE","Browse Valleys"
"TID_BUTTON_VALLEY_INVITE","Invite Players"
"TID_BUTTON_VALLEY_MEMBERS","Show Villages"
"TID_VALLEY_BROWSER_TITLE","Valley Browser"
"TID_VALLEY_BROWSER_BUTTON_SEARCH","Search"
"TID_VALLEY_BROWSER_SEARCHING","Searching for Valleys..."
"TID_VALLEY_BROWSER_NO_FREE_SLOTS","Valley is full"
"TID_VALLEY_MEMBERS_AMOUNT","Members"
"TID_VALLEY_SETTINGS_ONLY_LEADER","Only Leader can change Valley Settings"
"TID_VALLEY_SETTINGS_TITLE","Valley Settings"
"TID_VALLEY_SETTINGS_CANCEL","Cancel"
"TID_VALLEY_SETTINGS_SAVE","Save"
"TID_VALLEY_SETTINGS_RENAME","Rename Valley"
"TID_VALLEY_SETTINGS_LANGUAGE","Language"
"TID_VALLEY_SETTINGS_MIN_LEVEL","Minimum Level"
"TID_VALLEY_SETTINGS_TAGS","Tags"
"TID_VALLEY_SETTINGS_SUCCESS","Valley Settings saved"
"TID_VALLEY_SETTINGS_FAILURE_UNKNOWN","Error saving Valley Settings"
"TID_VALLEY_SETTINGS_FAILURE_BAD_NAME","Invalid Valley name"
"TID_VALLEY_SETTINGS_FAILURE_DESCRIPTION_TOO_LONG","Description is too long"
"TID_VALLEY_SETTINGS_FAILURE_IS_PLAYER_TAG","Error saving Valley Settings"
"TID_VALLEY_SETTINGS_FAILURE_NAME_TOO_SHORT","Valley name is too short"
"TID_VALLEY_SETTINGS_FAILURE_NAME_TOO_LONG","Valley name is too long"
"TID_VALLEY_SETTINGS_FAILURE_INVALID","Error saving Valley Settings"
"TID_VALLEY_SETTINGS_TAG_ADD","Add Tag..."
"TID_VALLEY_SETTINGS_NO_LVL_LIMIT","No limit"
,
"TID_VOTE_OR","OR"
"TID_START_PERK_VOTE","Start vote for a Valley perk!"
"TID_PERK_LABEL","Valley Perk: <PERK>"
"TID_PERK_LABEL_NONE","Valley Perk: NONE"
"TID_PERK_TIME_LEFT","<TIME> left"
,
"TID_WORKER_RETURNED_TITLE","VILLAGER RETURNED"
"TID_WORKER_RETURNED_RESULT_SUCCESS","Challenge Won"
"TID_WORKER_RETURNED_RESULT_SUCCESS_DESC","<WORKER> took part in a challenge in <HOMENAME>'s village. As a reward he brought back <REWARD> He or she made a lot of new friends."
"TID_WORKER_RETURNED_RESULT_FAILURE","Challenge Lost"
"TID_WORKER_RETURNED_RESULT_FAILURE_DESC","A challenge was lost in <HOMENAME>'s village. <WORKER> did not bring back any loot but,  he or she made a lot of new friends."
"TID_SEND_HELPER_CHOOSE_WORKER_CALL","Choose villager to send!"
"TID_CONFIRM_SEND_HELPER_TITLE","SEND VILLAGER?"
"TID_CONFIRM_SEND_HELPER","Your villager will be away from your village for <DURATION>. If the challenge is won the villager will bring back a reward."
"TID_SEND_HELPER_EXPLANATION","Is requesting help in a Challenge. There's a small gold reward."
"TID_SEND_HELPER_EXPLANATION_YOU","You are requesting help in a Challenge."
"TID_SEND_HELPER_BUTTON","SEND VILLAGER?"
"TID_BUTTON_SEND_HELP","Send Help"
,
"TID_POPUP_RENAME_WORKER_TITLE","RENAME VILLAGER TO..."
"TID_POPUP_RENAME_WORKER_TEXT","Choose a new name for <OLDNAME>. Other players will see their name!"
"TID_BUTTON_RENAME","Rename"
,
"TID_BUTTON_RENAME_NATION","Rename Valley"
"TID_ONLY_LEADER_RENAME","Only the leader can rename the Valley!"
"TID_POPUP_RENAME_NATION_TITLE","RENAME VALLEY TO..."
"TID_POPUP_RENAME_NATION_TEXT","Choose a new name for the Valley!"
,
"TID_BUTTON_LEAVE_NATION","Leave Valley"
"TID_POPUP_LEAVE_NATION_TITLE","LEAVE VALLEY?"
"TID_POPUP_LEAVE_NATION_TEXT","Are you sure you want to leave the current Valley?"
,
"TID_POPUP_KICK_MEMBER_TITLE","Kick <NAME>?"
"TID_POPUP_KICK_MEMBER_TEXT","Are you sure you want to kick <NAME> from the Valley?"
,
"TID_ERROR_REQUEST_ACTIVE","You already have an active request!"
"TID_ERROR_REQUEST_COOLDOWN","You must wait before making another request"
,
"TID_REWARD_QUEST_TOKEN_TITLE","Quest renew token"
"TID_REWARD_QUEST_TOKEN_TEXT","x <AMOUNT>"
"TID_REWARD_POTION_TITLE","<POTION> level <LEVEL>"
"TID_REWARD_POTION_TEXT","+<AMOUNT>"
"TID_REWARD_KNOWLEDGE_POINTS_TITLE","Books are used to advance Library research"
"TID_REWARD_KNOWLEDGE_POINTS_TEXT","+<AMOUNT>"
"TID_REWARD_RESOURCE_TITLE","Some <RESOURCE>."
"TID_REWARD_RESOURCE_TEXT","+<AMOUNT>"
,
"TID_REWARD_TOOL_CHOICE_TITLE","Pick one to claim!"
"TID_REWARD_TOOL_BUTTON_TEXT","CLAIM"
"TID_REWARD_REMAINING_FORMAT","x<AMOUNT>"
"TID_REWARD_YOUR_RESOURCE","Your <RESOURCE>:"
"TID_REWARD_YOUR_KNOWLEDGE_POINTS","Your knowledge points:"
"TID_REWARD_YOUR_POTION","You have <POTION> level <LEVEL>"
"TID_REWARD_ROUND_UP","You got:"
"TID_KNOWLEDGE_POINTS","Scrolls"
"TID_KNOWLEDGE_POINTS_INFO","Use Scrolls to advance village Research Projects at the Study. "
,
"TID_WORKER_INFO_ITEMS_TITLE","ITEMS:"
"TID_ITEM_SLOT_EMPTY","No Potion"
"TID_ITEM_SLOT_UNLOCKS_LEVEL","Unlocks at home level <LEVEL>"
"TID_ITEM_SLOT_CHANGE","Change"
"TID_ITEM_SLOT_ADD","Add"
"TID_ITEM_SLOT_INFO","Info"
,
"TID_RESOURCE_TRACKER_FORECAST_TITLE","PREDICTED PROGRESS"
"TID_RESOURCE_TRACKER_MAX_CAP","max <MAX>"
"TID_RESOURCE_TRACKER_RESOURCE_NOW","<AMOUNT>"
"TID_RESOURCE_TRACKER_RESOURCE_LATER","<AMOUNT>"
"TID_RESOURCE_TRACKER_TIME_FORMAT","<12H>:<M> <AMPM>"
"TID_RESOURCE_TRACKER_AM","am"
"TID_RESOURCE_TRACKER_PM","pm"
"TID_RESOURCE_TRACKER_TIME_SELECTION","<TIME>h"
"TID_RESOURCE_TRACKER_NOTIFICATION_INFO","<RESOURCE> runs out at <TIME_FORMAT>!"
"TID_RESOURCE_TRACKER_SET_NOTIFICATION_BUTTON","Set Notification"
"TID_RESOURCE_TRACKER_NOTIFICATION_SET_BUTTON","Notification Set"
"TID_RESOURCE_TRACKER_NOTIFICATION","You wanted to be notified when <RESOURCE> runs out. Now's the time."
,
"TID_COME_BACK_NOTIFICATION_SMALL","What do you want us to do while you're away? "
"TID_COME_BACK_NOTIFICATION_MEDIUM","Help! We forgot what goes in pumpkin soup!"
"TID_COME_BACK_NOTIFICATION_LARGE","I'd rather be in the Valley than an alley. "
,
"TID_NOT_ENOUGH_SPACE_TO_CLAIM_BOOST","Max Nectar already available!"
"TID_NOT_ENOUGH_STORAGE_SPACE_TO_CLAIM_RESOURCES","Village Kitchen's storage is full"
