"Name","TID","RequiredData","RequiredAmount","PrimaryReward","PrimaryAmount","SecondaryReward","SecondaryAmount","NationKnowledgeReward","ReputationReward","ReputationCancelCost","CountInAutoGeneration","Tier","Tag1","Tag2","Tag3","Tag4","Tag5"
"Task0438","TID_HARBOR_TASK","Pottery",13,"Coins",400,,,,,0,100,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0439","TID_HARBOR_TASK","Pottery",14,"Coins",430,,,,,0,100,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0440","TID_HARBOR_TASK","Pottery",15,"Coins",460,,,,,0,100,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0441","TID_HARBOR_TASK","Apple",43,"Coins",360,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0442","TID_HARBOR_TASK","Apple",47,"Coins",390,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0443","TID_HARBOR_TASK","Apple",50,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0444","TID_HARBOR_TASK","Apple",54,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0445","TID_HARBOR_TASK","Fish",10,"Coins",360,,,,,0,50,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0446","TID_HARBOR_TASK","Fish",11,"Coins",390,,,,,0,50,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0447","TID_HARBOR_TASK","Fish",12,"Coins",430,,,,,0,50,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0448","TID_HARBOR_TASK","Fish",13,"Coins",460,,,,,0,50,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0449","TID_HARBOR_TASK","Sugar",13,"Coins",360,,,,,0,50,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0450","TID_HARBOR_TASK","Sugar",14,"Coins",390,,,,,0,50,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0451","TID_HARBOR_TASK","Sugar",15,"Coins",420,,,,,0,50,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0452","TID_HARBOR_TASK","Sugar",16,"Coins",450,,,,,0,50,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0453","TID_HARBOR_TASK","SugarApple",4,"Coins",350,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0454","TID_HARBOR_TASK","SugarApple",4,"Coins",350,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0455","TID_HARBOR_TASK","SugarApple",5,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0456","TID_HARBOR_TASK","SugarApple",5,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0457","TID_HARBOR_TASK","ApplePie",3,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0458","TID_HARBOR_TASK","ApplePie",3,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0459","TID_HARBOR_TASK","ApplePie",3,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0460","TID_HARBOR_TASK","ApplePie",3,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0461","TID_HARBOR_TASK","SaltedFish",1,"Coins",240,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0462","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0463","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0464","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0465","TID_HARBOR_TASK","AppleJam",2,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0466","TID_HARBOR_TASK","AppleJam",2,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0467","TID_HARBOR_TASK","AppleJam",2,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0468","TID_HARBOR_TASK","AppleJam",2,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0469","TID_HARBOR_TASK","Tunic",2,"Coins",300,,,,,0,100,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0470","TID_HARBOR_TASK","Tunic",3,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0471","TID_HARBOR_TASK","Tunic",3,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0472","TID_HARBOR_TASK","Tunic",3,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0473","TID_HARBOR_TASK","Statuette",11,"Coins",340,,,,,0,100,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0474","TID_HARBOR_TASK","Statuette",12,"Coins",370,,,,,0,100,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0475","TID_HARBOR_TASK","Statuette",13,"Coins",400,,,,,0,100,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0476","TID_HARBOR_TASK","Statuette",14,"Coins",430,,,,,0,100,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0477","TID_HARBOR_TASK","Plank",25,"Coins",350,,,,,0,100,6,"Coin","Basic","SizeSmall","Construction",
"Task0478","TID_HARBOR_TASK","Plank",27,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeSmall","Construction",
"Task0479","TID_HARBOR_TASK","Plank",30,"Coins",420,,,,,0,100,6,"Coin","Basic","SizeBig","Construction",
"Task0480","TID_HARBOR_TASK","Plank",32,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeBig","Construction",
"Task0481","TID_HARBOR_TASK","Brick",23,"Coins",350,,,,,0,100,6,"Coin","Basic","SizeSmall","Construction",
"Task0482","TID_HARBOR_TASK","Brick",25,"Coins",380,,,,,0,100,6,"Coin","Basic","SizeSmall","Construction",
"Task0483","TID_HARBOR_TASK","Brick",27,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeBig","Construction",
"Task0484","TID_HARBOR_TASK","Brick",29,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Construction",
"Task0485","TID_HARBOR_TASK","Indigo",16,"Coins",360,,,,,0,50,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0486","TID_HARBOR_TASK","Indigo",17,"Coins",380,,,,,0,50,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0487","TID_HARBOR_TASK","Indigo",19,"Coins",420,,,,,0,50,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0488","TID_HARBOR_TASK","Indigo",20,"Coins",450,,,,,0,50,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0489","TID_HARBOR_TASK","FishPie",2,"Coins",330,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0490","TID_HARBOR_TASK","FishPie",2,"Coins",330,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0491","TID_HARBOR_TASK","FishPie",2,"Coins",330,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0492","TID_HARBOR_TASK","FishPie",3,"Coins",500,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0493","TID_HARBOR_TASK","SweetHerring",2,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0494","TID_HARBOR_TASK","SweetHerring",2,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0495","TID_HARBOR_TASK","SweetHerring",2,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0496","TID_HARBOR_TASK","SweetHerring",2,"Coins",450,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0497","TID_HARBOR_TASK","DyeRed",5,"Coins",340,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0498","TID_HARBOR_TASK","DyeRed",6,"Coins",400,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0499","TID_HARBOR_TASK","DyeRed",6,"Coins",400,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0500","TID_HARBOR_TASK","DyeRed",7,"Coins",470,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0501","TID_HARBOR_TASK","DyeYellow",4,"Coins",330,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0502","TID_HARBOR_TASK","DyeYellow",5,"Coins",410,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0503","TID_HARBOR_TASK","DyeYellow",5,"Coins",410,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0504","TID_HARBOR_TASK","DyeYellow",5,"Coins",410,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0505","TID_HARBOR_TASK","DyeBlue",4,"Coins",390,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0506","TID_HARBOR_TASK","DyeBlue",4,"Coins",390,,,,,0,50,6,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0507","TID_HARBOR_TASK","DyeBlue",4,"Coins",390,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0508","TID_HARBOR_TASK","DyeBlue",5,"Coins",490,,,,,0,50,6,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0509","TID_HARBOR_TASK","Hat",2,"Coins",310,,,,,0,100,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0510","TID_HARBOR_TASK","Hat",2,"Coins",310,,,,,0,100,6,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0511","TID_HARBOR_TASK","Hat",3,"Coins",470,,,,,0,100,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0512","TID_HARBOR_TASK","Hat",3,"Coins",470,,,,,0,100,6,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0513","TID_HARBOR_TASK","AppleJuice",13,"Coins",360,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0514","TID_HARBOR_TASK","AppleJuice",14,"Coins",390,,,,,0,100,6,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0515","TID_HARBOR_TASK","AppleJuice",15,"Coins",410,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0516","TID_HARBOR_TASK","AppleJuice",16,"Coins",440,,,,,0,100,6,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0517","TID_HARBOR_TASK","Wood",82,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0518","TID_HARBOR_TASK","Wood",89,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0519","TID_HARBOR_TASK","Wood",95,"Coins",540,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0520","TID_HARBOR_TASK","Wood",101,"Coins",570,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0521","TID_HARBOR_TASK","Berry",37,"Coins",460,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0522","TID_HARBOR_TASK","Berry",40,"Coins",500,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0523","TID_HARBOR_TASK","Berry",43,"Coins",530,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0524","TID_HARBOR_TASK","Berry",46,"Coins",570,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0525","TID_HARBOR_TASK","Mushroom",27,"Coins",470,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0526","TID_HARBOR_TASK","Mushroom",29,"Coins",510,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0527","TID_HARBOR_TASK","Mushroom",31,"Coins",540,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0528","TID_HARBOR_TASK","Mushroom",33,"Coins",580,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0529","TID_HARBOR_TASK","Egg",50,"Coins",470,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0530","TID_HARBOR_TASK","Egg",54,"Coins",500,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0531","TID_HARBOR_TASK","Egg",57,"Coins",530,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0532","TID_HARBOR_TASK","Egg",61,"Coins",570,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0533","TID_HARBOR_TASK","Clay",68,"Coins",470,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0534","TID_HARBOR_TASK","Clay",73,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0535","TID_HARBOR_TASK","Clay",78,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0536","TID_HARBOR_TASK","Clay",83,"Coins",570,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0537","TID_HARBOR_TASK","Wool",30,"Coins",460,,,,,0,40,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0538","TID_HARBOR_TASK","Wool",32,"Coins",500,,,,,0,40,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0539","TID_HARBOR_TASK","Wool",35,"Coins",540,,,,,0,40,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0540","TID_HARBOR_TASK","Wool",37,"Coins",570,,,,,0,40,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0541","TID_HARBOR_TASK","Socks",6,"Coins",480,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0542","TID_HARBOR_TASK","Socks",6,"Coins",480,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0543","TID_HARBOR_TASK","Socks",7,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0544","TID_HARBOR_TASK","Socks",7,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0545","TID_HARBOR_TASK","Figurine",16,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0546","TID_HARBOR_TASK","Figurine",17,"Coins",490,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0547","TID_HARBOR_TASK","Figurine",19,"Coins",540,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0548","TID_HARBOR_TASK","Figurine",20,"Coins",570,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0549","TID_HARBOR_TASK","Bread",9,"Coins",450,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0550","TID_HARBOR_TASK","Bread",10,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0551","TID_HARBOR_TASK","Bread",11,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0552","TID_HARBOR_TASK","Bread",11,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0553","TID_HARBOR_TASK","Wheat",24,"Coins",470,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0554","TID_HARBOR_TASK","Wheat",25,"Coins",490,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0555","TID_HARBOR_TASK","Wheat",27,"Coins",530,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0556","TID_HARBOR_TASK","Wheat",29,"Coins",570,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0557","TID_HARBOR_TASK","BerryPie",3,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0558","TID_HARBOR_TASK","BerryPie",3,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0559","TID_HARBOR_TASK","BerryPie",4,"Coins",590,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0560","TID_HARBOR_TASK","BerryPie",4,"Coins",590,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0561","TID_HARBOR_TASK","Flour",17,"Coins",480,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0562","TID_HARBOR_TASK","Flour",18,"Coins",510,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0563","TID_HARBOR_TASK","Flour",19,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0564","TID_HARBOR_TASK","Flour",20,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0565","TID_HARBOR_TASK","Stone",66,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0566","TID_HARBOR_TASK","Stone",71,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Construction",
"Task0567","TID_HARBOR_TASK","Stone",76,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0568","TID_HARBOR_TASK","Stone",81,"Coins",570,,,,,0,100,7,"Coin","Basic","SizeBig","Construction",
"Task0569","TID_HARBOR_TASK","Cotton",21,"Coins",460,,,,,0,40,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0570","TID_HARBOR_TASK","Cotton",23,"Coins",500,,,,,0,40,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0571","TID_HARBOR_TASK","Cotton",24,"Coins",530,,,,,0,40,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0572","TID_HARBOR_TASK","Cotton",26,"Coins",570,,,,,0,40,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0573","TID_HARBOR_TASK","HoneyCookie",5,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0574","TID_HARBOR_TASK","HoneyCookie",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0575","TID_HARBOR_TASK","HoneyCookie",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0576","TID_HARBOR_TASK","HoneyCookie",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0577","TID_HARBOR_TASK","Trousers",4,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0578","TID_HARBOR_TASK","Trousers",5,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0579","TID_HARBOR_TASK","Trousers",5,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0580","TID_HARBOR_TASK","Trousers",5,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0581","TID_HARBOR_TASK","Honey",34,"Coins",470,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0582","TID_HARBOR_TASK","Honey",36,"Coins",500,,,,,0,5,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0583","TID_HARBOR_TASK","Honey",39,"Coins",540,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0584","TID_HARBOR_TASK","Honey",41,"Coins",570,,,,,0,5,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0585","TID_HARBOR_TASK","Salt",21,"Coins",450,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0586","TID_HARBOR_TASK","Salt",23,"Coins",500,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0587","TID_HARBOR_TASK","Salt",25,"Coins",540,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0588","TID_HARBOR_TASK","Salt",26,"Coins",560,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0589","TID_HARBOR_TASK","SaltPot",3,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0590","TID_HARBOR_TASK","SaltPot",3,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0591","TID_HARBOR_TASK","SaltPot",3,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0592","TID_HARBOR_TASK","SaltPot",3,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0593","TID_HARBOR_TASK","HoneyPot",3,"Coins",420,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0594","TID_HARBOR_TASK","HoneyPot",4,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0595","TID_HARBOR_TASK","HoneyPot",4,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0596","TID_HARBOR_TASK","HoneyPot",4,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0597","TID_HARBOR_TASK","Pottery",15,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0598","TID_HARBOR_TASK","Pottery",16,"Coins",490,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0599","TID_HARBOR_TASK","Pottery",18,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0600","TID_HARBOR_TASK","Pottery",19,"Coins",580,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0601","TID_HARBOR_TASK","Apple",56,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0602","TID_HARBOR_TASK","Apple",61,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0603","TID_HARBOR_TASK","Apple",65,"Coins",540,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0604","TID_HARBOR_TASK","Apple",69,"Coins",570,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0605","TID_HARBOR_TASK","Fish",13,"Coins",460,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0606","TID_HARBOR_TASK","Fish",14,"Coins",500,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0607","TID_HARBOR_TASK","Fish",15,"Coins",530,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0608","TID_HARBOR_TASK","Fish",16,"Coins",570,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0609","TID_HARBOR_TASK","Sugar",17,"Coins",470,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0610","TID_HARBOR_TASK","Sugar",18,"Coins",500,,,,,0,40,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0611","TID_HARBOR_TASK","Sugar",19,"Coins",530,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0612","TID_HARBOR_TASK","Sugar",20,"Coins",560,,,,,0,40,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0613","TID_HARBOR_TASK","SugarApple",5,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0614","TID_HARBOR_TASK","SugarApple",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0615","TID_HARBOR_TASK","SugarApple",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0616","TID_HARBOR_TASK","SugarApple",6,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0617","TID_HARBOR_TASK","ApplePie",3,"Coins",410,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0618","TID_HARBOR_TASK","ApplePie",4,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0619","TID_HARBOR_TASK","ApplePie",4,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0620","TID_HARBOR_TASK","ApplePie",4,"Coins",550,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0621","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0622","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0623","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0624","TID_HARBOR_TASK","SaltedFish",2,"Coins",470,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0625","TID_HARBOR_TASK","AppleJam",2,"Coins",380,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0626","TID_HARBOR_TASK","AppleJam",3,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeSmall","Food","NotConstruction"
"Task0627","TID_HARBOR_TASK","AppleJam",3,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0628","TID_HARBOR_TASK","AppleJam",3,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Food","NotConstruction"
"Task0629","TID_HARBOR_TASK","Tunic",3,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0630","TID_HARBOR_TASK","Tunic",3,"Coins",440,,,,,0,100,7,"Coin","Basic","SizeSmall","Clothes","NotConstruction"
"Task0631","TID_HARBOR_TASK","Tunic",4,"Coins",590,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0632","TID_HARBOR_TASK","Tunic",4,"Coins",590,,,,,0,100,7,"Coin","Basic","SizeBig","Clothes","NotConstruction"
"Task0633","TID_HARBOR_TASK","Statuette",15,"Coins",460,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0634","TID_HARBOR_TASK","Statuette",16,"Coins",500,,,,,0,100,7,"Coin","Basic","SizeSmall","Crafts","NotConstruction"
"Task0635","TID_HARBOR_TASK","Statuette",17,"Coins",530,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
"Task0636","TID_HARBOR_TASK","Statuette",18,"Coins",560,,,,,0,100,7,"Coin","Basic","SizeBig","Crafts","NotConstruction"
