"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30"
44000,2800,2800,2800,2800,2800,2800,1800,1600,1500,1400,1300,1200,1200,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
45000,2900,2900,2900,2900,2800,2800,1900,1700,1600,1400,1300,1300,1200,1200,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
46000,3000,3000,3000,3000,3000,2900,1900,1700,1600,1500,1400,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
47000,3000,3000,3000,3000,3000,2900,1900,1700,1600,1500,1400,1300,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000
48000,3100,3100,3000,3000,3000,3000,2000,1800,1600,1500,1400,1300,1300,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
49000,3100,3100,3100,3100,3100,3100,2000,1800,1700,1600,1500,1400,1300,1300,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
50000,3300,3200,3200,3200,3200,3200,2100,1900,1700,1600,1500,1400,1400,1300,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
51000,3300,3300,3200,3200,3200,3200,2100,1900,1800,1600,1500,1400,1400,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100
52000,3300,3300,3300,3300,3200,3200,2100,1900,1800,1600,1500,1500,1400,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
53000,3400,3400,3400,3300,3300,3300,2200,2000,1800,1700,1600,1500,1400,1400,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
54000,3500,3500,3500,3400,3400,3400,2300,2000,1900,1700,1600,1500,1500,1400,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
55000,3500,3500,3500,3500,3400,3400,2300,2100,1900,1800,1600,1600,1500,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200
56000,3500,3500,3500,3500,3400,3400,2300,2100,1900,1800,1700,1600,1500,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
57000,3600,3600,3600,3600,3600,3600,2300,2100,2000,1800,1700,1600,1500,1500,1400,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
58000,3700,3700,3700,3700,3700,3600,2400,2200,2000,1900,1700,1600,1600,1500,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
59000,3800,3800,3800,3700,3700,3700,2500,2200,2000,1900,1800,1700,1600,1500,1500,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
60000,3800,3800,3800,3700,3700,3700,2500,2200,2000,1900,1800,1700,1600,1500,1500,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1300,1300
61000,3900,3900,3800,3800,3800,3800,2500,2300,2100,1900,1800,1700,1600,1600,1500,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
62000,3900,3900,3900,3900,3900,3900,2600,2300,2100,2000,1900,1800,1700,1600,1500,1500,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
63000,4100,4000,4000,4000,4000,4000,2600,2400,2200,2000,1900,1800,1700,1600,1600,1500,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
64000,4100,4100,4000,4000,4000,4000,2600,2400,2200,2000,1900,1800,1700,1600,1600,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400
65000,4100,4100,4100,4100,4000,4000,2700,2400,2200,2100,1900,1800,1700,1700,1600,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
66000,4200,4200,4100,4100,4100,4100,2700,2500,2300,2100,2000,1900,1800,1700,1600,1600,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
67000,4300,4300,4300,4200,4200,4200,2800,2500,2300,2200,2000,1900,1800,1700,1700,1600,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
68000,4300,4300,4300,4300,4300,4300,2800,2600,2300,2200,2000,1900,1800,1700,1700,1600,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500,1500
69000,4300,4300,4300,4300,4300,4300,2800,2600,2300,2200,2100,1900,1800,1800,1700,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
70000,4400,4400,4400,4400,4400,4300,2900,2600,2400,2200,2100,2000,1900,1800,1700,1700,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
71000,4500,4500,4500,4500,4500,4400,2900,2700,2500,2300,2100,2000,1900,1800,1800,1700,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
72000,4600,4600,4500,4500,4500,4500,3000,2700,2500,2300,2200,2100,1900,1900,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
73000,4600,4600,4500,4500,4500,4500,3000,2700,2500,2300,2200,2100,1900,1900,1800,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1600
74000,4700,4700,4600,4600,4600,4600,3000,2800,2500,2400,2200,2100,2000,1900,1800,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
75000,4800,4700,4700,4700,4700,4700,3100,2800,2600,2400,2300,2100,2000,1900,1900,1800,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
76000,4800,4800,4800,4800,4800,4800,3200,2900,2600,2400,2300,2200,2100,2000,1900,1800,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
77000,4800,4800,4800,4800,4800,4800,3200,2900,2600,2400,2300,2200,2100,2000,1900,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1700,1700,1700,1700
78000,4900,4900,4900,4900,4800,4800,3200,2900,2700,2500,2300,2200,2100,2000,1900,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
79000,5000,5000,5000,5000,4900,4900,3300,3000,2700,2500,2400,2200,2100,2000,1900,1900,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
80000,5100,5100,5000,5000,5000,5000,3300,3000,2800,2600,2400,2300,2200,2100,2000,1900,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
81000,5100,5100,5100,5100,5100,5000,3300,3000,2800,2600,2400,2300,2200,2100,2000,1900,1900,1900,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1800
82000,5200,5100,5100,5100,5100,5100,3400,3000,2800,2600,2400,2300,2200,2100,2000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
83000,5200,5200,5200,5200,5200,5200,3400,3100,2800,2700,2500,2400,2200,2100,2000,2000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
84000,5300,5300,5300,5300,5300,5200,3500,3100,2900,2700,2500,2400,2300,2200,2100,2000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
85000,5400,5400,5400,5300,5300,5300,3500,3200,2900,2700,2600,2400,2300,2200,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
86000,5400,5400,5400,5300,5300,5300,3500,3200,2900,2700,2600,2400,2300,2200,2100,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
87000,5500,5500,5400,5400,5400,5400,3600,3200,3000,2800,2600,2500,2300,2200,2100,2100,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
88000,5600,5600,5500,5500,5500,5500,3600,3300,3000,2800,2600,2500,2400,2300,2200,2100,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
89000,5700,5600,5600,5600,5600,5600,3700,3300,3100,2900,2700,2500,2400,2300,2200,2100,2100,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
90000,5700,5600,5600,5600,5600,5600,3700,3300,3100,2900,2700,2500,2400,2300,2200,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2000,2000,2000
91000,5700,5700,5700,5700,5700,5600,3700,3400,3100,2900,2700,2600,2400,2300,2200,2200,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
92000,5800,5800,5800,5700,5700,5700,3800,3400,3200,2900,2800,2600,2500,2400,2300,2200,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
93000,5900,5900,5900,5800,5800,5800,3900,3500,3200,3000,2800,2700,2500,2400,2300,2200,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
94000,5900,5900,5900,5900,5900,5800,3900,3500,3200,3000,2800,2700,2500,2400,2300,2200,2200,2200,2200,2200,2200,2200,2200,2200,2100,2100,2100,2100,2100,2100
95000,6000,5900,5900,5900,5900,5900,3900,3500,3300,3000,2800,2700,2600,2400,2300,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
96000,6000,6000,6000,6000,6000,5900,3900,3600,3300,3100,2900,2700,2600,2500,2400,2300,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
97000,6100,6100,6100,6100,6100,6100,4000,3600,3400,3100,2900,2800,2600,2500,2400,2300,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
98000,6200,6200,6100,6100,6100,6100,4000,3700,3400,3100,3000,2800,2700,2500,2400,2300,2300,2300,2300,2300,2300,2200,2200,2200,2200,2200,2200,2200,2200,2200
99000,6200,6200,6200,6100,6100,6100,4000,3700,3400,3100,3000,2800,2700,2500,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
100000,6300,6300,6200,6200,6200,6200,4100,3700,3400,3200,3000,2800,2700,2600,2500,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
101000,6400,6400,6300,6300,6300,6300,4200,3800,3500,3200,3000,2900,2700,2600,2500,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
102000,6500,6400,6400,6400,6400,6400,4200,3800,3500,3300,3100,2900,2800,2600,2500,2400,2400,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
103000,6500,6400,6400,6400,6400,6400,4200,3800,3500,3300,3100,2900,2800,2600,2500,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2300,2300
104000,6500,6500,6500,6400,6400,6400,4300,3900,3600,3300,3100,2900,2800,2700,2600,2500,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
105000,6600,6600,6600,6600,6500,6500,4300,3900,3600,3400,3200,3000,2800,2700,2600,2500,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
106000,6700,6700,6700,6600,6600,6600,4400,4000,3700,3400,3200,3000,2900,2800,2600,2500,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
107000,6700,6700,6700,6700,6600,6600,4400,4000,3700,3400,3200,3000,2900,2800,2600,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2400,2400,2400,2400,2400
108000,6700,6700,6700,6700,6700,6700,4400,4000,3700,3400,3200,3100,2900,2800,2700,2600,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
109000,6800,6800,6800,6800,6800,6800,4500,4100,3700,3500,3300,3100,2900,2800,2700,2600,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
110000,6900,6900,6900,6900,6900,6900,4600,4100,3800,3500,3300,3100,3000,2900,2700,2600,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
111000,7000,6900,6900,6900,6900,6900,4600,4100,3800,3600,3300,3200,3000,2900,2800,2600,2600,2600,2600,2600,2600,2600,2500,2500,2500,2500,2500,2500,2500,2500
112000,7000,7000,6900,6900,6900,6900,4600,4100,3800,3600,3300,3200,3000,2900,2800,2700,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
113000,7100,7100,7000,7000,7000,7000,4600,4200,3900,3600,3400,3200,3100,2900,2800,2700,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
114000,7200,7100,7100,7100,7100,7100,4700,4300,3900,3700,3400,3300,3100,3000,2800,2700,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
115000,7200,7200,7200,7200,7200,7100,4700,4300,4000,3700,3500,3300,3100,3000,2900,2700,2700,2700,2700,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
116000,7200,7200,7200,7200,7200,7100,4700,4300,4000,3700,3500,3300,3100,3000,2900,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2600
117000,7300,7300,7300,7300,7200,7200,4800,4400,4000,3700,3500,3300,3200,3000,2900,2800,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
118000,7400,7400,7400,7300,7300,7300,4800,4400,4100,3800,3600,3400,3200,3100,2900,2800,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
119000,7500,7500,7500,7400,7400,7400,4900,4500,4100,3800,3600,3400,3200,3100,3000,2900,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
120000,7500,7500,7500,7400,7400,7400,4900,4500,4100,3800,3600,3400,3200,3100,3000,2900,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2700,2700,2700,2700
121000,7500,7500,7500,7500,7500,7500,5000,4500,4100,3900,3600,3400,3300,3100,3000,2900,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
122000,7600,7600,7600,7600,7600,7600,5000,4500,4200,3900,3700,3500,3300,3200,3000,2900,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
123000,7700,7700,7700,7700,7700,7700,5100,4600,4200,4000,3700,3500,3300,3200,3100,2900,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
124000,7700,7700,7700,7700,7700,7700,5100,4600,4300,4000,3700,3500,3400,3200,3100,3000,2900,2900,2900,2900,2900,2900,2900,2800,2800,2800,2800,2800,2800,2800
125000,7800,7800,7800,7700,7700,7700,5100,4600,4300,4000,3700,3500,3400,3200,3100,3000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
126000,7900,7900,7800,7800,7800,7800,5200,4700,4300,4000,3800,3600,3400,3300,3100,3000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
127000,8000,8000,7900,7900,7900,7900,5200,4800,4400,4100,3800,3600,3400,3300,3200,3000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
128000,8000,8000,8000,8000,7900,7900,5300,4800,4400,4100,3900,3600,3500,3300,3200,3100,3000,3000,3000,3000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
129000,8000,8000,8000,8000,7900,7900,5300,4800,4400,4100,3900,3600,3500,3300,3200,3100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
130000,8100,8100,8100,8100,8000,8000,5300,4800,4500,4200,3900,3700,3500,3400,3200,3100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
131000,8200,8200,8200,8200,8100,8100,5400,4900,4500,4200,3900,3700,3600,3400,3300,3100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
132000,8300,8300,8300,8200,8200,8200,5400,4900,4600,4200,4000,3800,3600,3400,3300,3200,3100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
133000,8300,8300,8300,8200,8200,8200,5400,4900,4600,4200,4000,3800,3600,3400,3300,3200,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3000,3000,3000
134000,8300,8300,8300,8300,8300,8300,5500,5000,4600,4300,4000,3800,3600,3500,3300,3200,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
135000,8400,8400,8400,8400,8400,8400,5600,5000,4600,4300,4100,3800,3700,3500,3400,3200,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
136000,8500,8500,8500,8500,8500,8400,5600,5100,4700,4400,4100,3900,3700,3500,3400,3300,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
137000,8600,8500,8500,8500,8500,8500,5600,5100,4700,4400,4100,3900,3700,3500,3400,3300,3200,3200,3200,3200,3200,3200,3200,3200,3100,3100,3100,3100,3100,3100
138000,8600,8600,8600,8500,8500,8500,5700,5100,4700,4400,4100,3900,3700,3600,3400,3300,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
139000,8700,8700,8600,8600,8600,8600,5700,5200,4800,4400,4200,4000,3800,3600,3400,3300,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
140000,8800,8800,8700,8700,8700,8700,5800,5200,4800,4500,4200,4000,3800,3600,3500,3400,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
141000,8800,8800,8800,8800,8700,8700,5800,5300,4900,4500,4200,4000,3800,3700,3500,3400,3300,3300,3300,3300,3300,3200,3200,3200,3200,3200,3200,3200,3200,3200
142000,8800,8800,8800,8800,8700,8700,5800,5300,4900,4500,4300,4000,3800,3700,3500,3400,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
143000,8900,8900,8900,8900,8800,8800,5900,5300,4900,4600,4300,4100,3900,3700,3500,3400,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
144000,9000,9000,9000,9000,9000,8900,5900,5400,5000,4600,4300,4100,3900,3700,3600,3400,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
145000,9100,9100,9000,9000,9000,9000,6000,5400,5000,4700,4400,4100,3900,3800,3600,3500,3400,3400,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
146000,9100,9100,9000,9000,9000,9000,6000,5400,5000,4700,4400,4100,3900,3800,3600,3500,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3300,3300
147000,9200,9100,9100,9100,9100,9100,6000,5500,5000,4700,4400,4200,4000,3800,3600,3500,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
148000,9300,9200,9200,9200,9200,9200,6100,5500,5100,4700,4500,4200,4000,3800,3700,3500,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
149000,9300,9300,9300,9300,9300,9200,6100,5600,5100,4800,4500,4300,4100,3900,3700,3600,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
150000,9300,9300,9300,9300,9300,9300,6100,5600,5100,4800,4500,4300,4100,3900,3700,3600,3500,3500,3500,3500,3500,3500,3500,3500,3500,3400,3400,3400,3400,3400
151000,9400,9400,9400,9300,9300,9300,6200,5600,5200,4800,4500,4300,4100,3900,3700,3600,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
152000,9500,9500,9500,9400,9400,9400,6200,5700,5200,4900,4600,4300,4100,3900,3800,3600,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
153000,9600,9500,9500,9500,9500,9500,6300,5700,5300,4900,4600,4400,4200,4000,3800,3700,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
154000,9600,9600,9600,9600,9600,9500,6300,5700,5300,4900,4600,4400,4200,4000,3800,3700,3600,3600,3600,3600,3600,3600,3500,3500,3500,3500,3500,3500,3500,3500
155000,9600,9600,9600,9600,9600,9600,6300,5800,5300,4900,4600,4400,4200,4000,3800,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
156000,9700,9700,9700,9700,9700,9600,6400,5800,5400,5000,4700,4400,4200,4000,3900,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
157000,9800,9800,9800,9700,9700,9700,6500,5900,5400,5000,4700,4500,4300,4100,3900,3800,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
158000,9900,9900,9800,9800,9800,9800,6500,5900,5400,5100,4800,4500,4300,4100,3900,3800,3700,3700,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
159000,9900,9900,9800,9800,9800,9800,6500,5900,5400,5100,4800,4500,4300,4100,3900,3800,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3600
160000,9900,9900,9900,9900,9900,9900,6600,6000,5500,5100,4800,4600,4300,4100,4000,3800,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
161000,10000,10000,10000,10000,10000,10000,6600,6000,5500,5200,4800,4600,4400,4200,4000,3900,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
162000,10100,10100,10100,10100,10100,10100,6700,6100,5600,5200,4900,4600,4400,4200,4000,3900,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
163000,10100,10100,10100,10100,10100,10100,6700,6100,5600,5200,4900,4600,4400,4200,4000,3900,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3700,3700,3700,3700
164000,10200,10200,10200,10200,10100,10100,6700,6100,5600,5200,4900,4700,4400,4200,4100,3900,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
165000,10300,10300,10200,10200,10200,10200,6800,6100,5700,5300,5000,4700,4500,4300,4100,3900,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
166000,10400,10400,10400,10300,10300,10300,6900,6200,5700,5300,5000,4700,4500,4300,4100,4000,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
167000,10400,10400,10400,10400,10300,10300,6900,6200,5700,5400,5000,4800,4500,4300,4100,4000,3900,3900,3900,3900,3900,3900,3900,3800,3800,3800,3800,3800,3800,3800
168000,10400,10400,10400,10400,10400,10300,6900,6200,5800,5400,5000,4800,4500,4300,4200,4000,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
169000,10500,10500,10500,10500,10500,10400,6900,6300,5800,5400,5100,4800,4600,4400,4200,4000,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
170000,10600,10600,10600,10600,10500,10500,7000,6300,5900,5500,5100,4900,4600,4400,4200,4100,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
171000,10700,10600,10600,10600,10600,10600,7000,6400,5900,5500,5200,4900,4600,4400,4300,4100,4000,4000,4000,4000,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
172000,10700,10600,10600,10600,10600,10600,7000,6400,5900,5500,5200,4900,4600,4400,4300,4100,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
173000,10800,10800,10700,10700,10700,10700,7100,6400,5900,5500,5200,4900,4700,4500,4300,4100,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
174000,10800,10800,10800,10800,10800,10800,7200,6500,6000,5600,5200,5000,4700,4500,4300,4200,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
175000,10900,10900,10900,10900,10900,10900,7200,6500,6000,5600,5300,5000,4800,4500,4400,4200,4100,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
176000,10900,10900,10900,10900,10900,10900,7200,6500,6000,5600,5300,5000,4800,4500,4400,4200,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4000,4000,4000
177000,11000,11000,11000,10900,10900,10900,7200,6600,6100,5700,5300,5000,4800,4600,4400,4200,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
178000,11100,11100,11100,11000,11000,11000,7300,6600,6100,5700,5400,5100,4800,4600,4400,4300,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
179000,11200,11100,11100,11100,11100,11100,7400,6700,6200,5700,5400,5100,4900,4700,4500,4300,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
180000,11200,11200,11100,11100,11100,11100,7400,6700,6200,5800,5400,5100,4900,4700,4500,4300,4200,4200,4200,4200,4200,4200,4200,4200,4100,4100,4100,4100,4100,4100
181000,11200,11200,11200,11200,11200,11200,7400,6700,6200,5800,5400,5100,4900,4700,4500,4300,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
182000,11300,11300,11300,11300,11200,11200,7500,6800,6300,5800,5500,5200,4900,4700,4500,4400,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
183000,11400,11400,11400,11400,11300,11300,7500,6800,6300,5900,5500,5200,5000,4800,4600,4400,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
184000,11500,11400,11400,11400,11400,11400,7600,6900,6300,5900,5500,5200,5000,4800,4600,4400,4300,4300,4300,4300,4300,4200,4200,4200,4200,4200,4200,4200,4200,4200
185000,11500,11400,11400,11400,11400,11400,7600,6900,6300,5900,5500,5300,5000,4800,4600,4400,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
186000,11600,11600,11500,11500,11500,11500,7600,6900,6400,6000,5600,5300,5000,4800,4600,4400,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
187000,11600,11600,11600,11600,11600,11600,7700,7000,6400,6000,5600,5300,5100,4900,4700,4500,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
188000,11700,11700,11700,11700,11700,11600,7700,7000,6500,6000,5700,5400,5100,4900,4700,4500,4400,4400,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
189000,11700,11700,11700,11700,11700,11600,7700,7000,6500,6000,5700,5400,5100,4900,4700,4500,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4300,4300
190000,11800,11800,11800,11800,11700,11700,7800,7100,6500,6100,5700,5400,5100,4900,4700,4500,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
191000,11900,11900,11800,11800,11800,11800,7800,7100,6600,6100,5800,5400,5200,5000,4800,4600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
192000,12000,12000,11900,11900,11900,11900,7900,7200,6600,6200,5800,5500,5200,5000,4800,4600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
