"Name","TID","InfoTID","SCW","SCWLod2","SCWLod3","BaseSCW","GrowingSCW","CollisionShape","Scale","ClearTimeSeconds","ClearXP","Width","Height","Passable","SubObjects","SubObjectX","SubObjectY","AutoGrow","GrowthTime","RespawnNeighbor","ClearResource","ClearCost","LootResource","LootCount","ClearEffect","PickUpEffect","SpawnWeight","RespawnWeight","ClearOnTouch","ClearGroup","LootMultiplierForVersion2","AppearancePeriodHours","MinRespawnTimeHours","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","LootDefensePercentage","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","LightsOn","VillageType","Village2RespawnCount","VariationCount","TallGrass","TallGrassSpawnPoint","HarvestCount","InfiniteHarvest","HarvestTimeScale","HarvestResource","HarvestAmount","HarvestTime","HarvestProfession","HarvestLeftovers","RandomYaw","RandomPitch","RandomScale","FallAnimation","SpawnSpirit","HideInValleyLod","UIBackgroundExportName","TouchEffect","Deprecated"
"TradingAreaRoad",,,,,,,,,100,,,12,4,"true",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","TRUE",,,
"TradingAreaRoadPiece",,,"sc3d/bldv_market_road.glb",,,,,,100,,,4,4,"true",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","TRUE",,,"TRUE"
"TreeClump_medium_ftue2","TID_OBSTACLE_TREE_CLUMP_BIG","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_3x3_geo.glb",,"ClumpBase",100,,,3,3,"false","Trees_round_large",72,148,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",97,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_med",78,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",223,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",-1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",153,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small_ftue","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_round_med",40,16,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
"TreeClump_small_ftue2","TID_OBSTACLE_TREE_CLUMP_SMALL","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_round_med",35,16,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",27,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small_ftue3","TID_OBSTACLE_TREE_CLUMP_BIG","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_3x3_geo.glb",,"ClumpBase",100,,,3,3,"false","Trees_round_med",72,148,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",97,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_med",78,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",223,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",-1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",153,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small_ftue4","TID_OBSTACLE_TREE_CLUMP_MEDIUM","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_round_med",40,16,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",27,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",107,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small_ftue5","TID_OBSTACLE_TREE_CLUMP_SMALL","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_round_med",40,16,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",27,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LargeClay1_ftue1","TID_OBSTACLE_BIG_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_big_geo.glb",,,,,"obs_LargeClay1",100,,,2,2,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Clay",,45,"Claydigger",,23,5,5,,"false","TRUE","bg_image_village_resource_clay",,
"SmallClay1_ftue2","TID_OBSTACLE_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_small_geo.glb",,,,,"obs_SmallClay1",100,,,1,1,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Clay",,45,"Claydigger",,23,5,5,,"false","TRUE","bg_image_village_resource_clay",,
"SmallClay2_ftue3","TID_OBSTACLE_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_small_geo.glb",,,,,"obs_SmallClay1",100,,,1,1,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Clay",,45,"Claydigger",,23,5,5,,"false","TRUE","bg_image_village_resource_clay",,
"LargeClay2_ftue4","TID_OBSTACLE_BIG_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_big_geo.glb",,,,,"obs_LargeClay1",100,,,2,2,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Clay",,45,"Claydigger",,23,5,5,,"false","TRUE","bg_image_village_resource_clay",,
"BirddogCarrot","TID_OBSTACLE_BIRDOG_CARROT","TID_OBSTACLE_BIRDOG_CARROT_INFO","sc3d/obst_carrot_geo.glb",,,,,"obs_berryBush",100,,,1,1,"true",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Carrot",1,5,"Forager",,0,5,10,,"false","TRUE","bg_image_village_resource_berries",,
